Time,Source,Target
7,1081,0
7,1102,1
7,1136,2
7,1110,3
7,1160,4
7,1089,5
7,1138,6
7,1099,8
7,1162,9
7,1065,10
7,1033,11
7,1017,12
7,1000,16
7,1059,17
7,1001,18
7,1104,19
7,1032,20
7,1002,22
7,1135,23
7,1003,24
7,1094,25
7,1127,26
7,1098,27
7,1100,28
7,1004,29
7,1057,30
7,1005,32
7,1006,33
7,1103,34
7,1007,35
7,1098,37
7,1147,38
7,1126,39
7,1046,40
7,1117,41
7,1160,42
7,1105,43
7,1008,44
7,1020,45
7,1146,46
7,1171,47
7,1005,48
7,1170,49
7,1009,50
7,1156,51
7,1145,53
7,1010,54
7,1011,55
7,1011,56
7,1091,57
7,1085,58
7,1130,59
7,1113,60
7,1069,61
7,1064,62
7,1100,63
7,1165,64
7,1049,65
7,1013,66
7,1057,67
7,1079,68
7,1036,69
7,1028,70
7,1036,71
7,1091,72
7,1012,73
7,1045,74
7,1013,75
7,1042,76
7,1152,77
7,1171,78
7,1110,79
7,1014,80
7,1015,81
7,1015,82
7,1083,83
7,1067,84
7,1088,85
7,1001,86
7,1026,87
7,1130,88
7,1016,89
7,1017,90
7,1084,91
7,1085,92
7,1011,93
7,1018,94
7,1125,95
7,1145,96
7,1019,97
7,1112,98
7,1170,99
7,1020,100
7,1087,101
7,1087,102
7,1101,103
7,1027,104
7,1125,105
7,1138,106
7,1021,107
7,1086,108
7,1055,109
7,1035,110
7,1091,111
7,1132,112
7,1165,113
7,1093,114
7,1094,115
7,1130,117
7,1170,118
7,1157,119
7,1098,120
7,1174,121
7,1169,122
7,1046,123
7,1096,124
7,1054,125
7,1120,126
7,1090,129
7,1022,130
7,1023,132
7,1001,133
7,1060,134
7,1147,135
7,1141,136
7,1018,137
7,1024,138
7,1025,139
7,1059,140
7,1043,141
7,1161,142
7,1026,143
7,1044,144
7,1114,145
7,1149,146
7,1146,147
7,1042,149
7,1141,151
7,1027,153
7,1058,154
7,1111,155
7,1028,156
7,1119,157
7,1030,158
7,1036,160
7,1090,161
7,1028,162
7,1113,163
7,1015,164
7,1070,165
7,1118,166
7,1132,167
7,1112,168
7,1029,169
7,1030,170
7,1031,171
7,1046,172
7,1029,175
7,1000,177
7,1113,178
7,1058,179
7,1116,181
7,1134,182
7,1110,185
7,1032,186
7,1073,187
7,1096,189
7,1033,190
7,1105,191
7,1056,192
7,1099,195
7,1147,196
7,1163,197
7,1147,198
7,1034,199
7,1036,200
7,1062,201
7,1115,202
7,1135,203
7,1060,204
7,1027,205
7,1174,206
7,1035,207
7,1091,208
7,1110,209
