Time,Source,Target
1,1084,0
1,1013,1
1,1080,2
1,1155,3
1,1013,4
1,1047,5
1,1000,6
1,1191,7
1,1096,8
1,1193,10
1,1001,11
1,1176,12
1,1095,13
1,1028,14
1,1023,15
1,1113,16
1,1177,17
1,1075,18
1,1132,19
1,1139,20
1,1036,23
1,1013,24
1,1011,25
1,1185,26
1,1089,27
1,1052,28
1,1002,30
1,1003,31
1,1133,33
1,1004,34
1,1005,35
1,1046,38
1,1006,39
1,1007,40
1,1008,42
1,1154,43
1,1117,44
1,1168,45
1,1009,46
1,1010,47
1,1011,48
1,1001,49
1,1041,50
1,1055,51
1,1012,52
1,1068,53
1,1119,54
1,1026,55
1,1077,56
1,1128,57
1,1013,58
1,1082,59
1,1195,60
1,1013,61
1,1040,63
1,1114,64
1,1177,65
1,1060,66
1,1038,67
1,1014,68
1,1194,70
1,1015,71
1,1100,72
1,1030,73
1,1016,74
1,1132,75
1,1186,76
1,1017,77
1,1106,79
1,1067,80
1,1184,81
1,1038,82
1,1018,83
1,1019,85
1,1149,87
1,1113,88
1,1085,89
1,1083,90
1,1164,91
1,1059,92
1,1186,93
1,1014,94
1,1163,95
1,1177,96
1,1173,98
1,1113,99
1,1020,100
1,1116,101
1,1116,102
1,1060,103
1,1038,104
1,1113,105
1,1174,107
1,1082,108
1,1113,110
1,1009,111
1,1133,112
1,1131,113
1,1111,114
1,1021,115
1,1022,117
1,1110,118
1,1023,119
1,1135,120
1,1010,121
1,1174,122
1,1044,123
1,1024,124
1,1047,125
1,1128,126
1,1025,127
1,1174,128
1,1026,129
1,1013,130
1,1046,131
1,1140,132
1,1176,133
1,1015,134
1,1149,135
1,1027,136
1,1159,137
1,1027,138
1,1153,139
1,1028,140
1,1029,141
1,1110,142
1,1066,143
1,1143,144
1,1071,145
1,1103,146
1,1030,147
1,1102,148
1,1003,149
1,1031,150
1,1032,151
1,1151,152
1,1120,153
1,1033,154
1,1034,155
1,1035,156
1,1024,157
1,1178,158
1,1001,159
1,1036,160
1,1048,161
1,1040,162
1,1036,163
1,1060,164
1,1154,165
1,1157,167
1,1116,168
1,1048,169
1,1037,170
1,1038,171
1,1001,172
1,1132,173
1,1096,174
1,1186,175
1,1082,176
1,1042,177
1,1039,178
1,1064,179
1,1093,181
1,1040,182
1,1087,183
1,1065,185
1,1189,186
1,1069,187
1,1041,188
1,1042,189
1,1043,190
1,1194,192
1,1027,193
1,1136,194
1,1153,195
1,1171,196
1,1044,198
1,1062,199
1,1053,200
1,1065,202
1,1138,203
1,1061,204
1,1033,205
1,1045,206
1,1126,207
1,1035,208
1,1043,209
1,1096,210
1,1084,212
1,1174,213
1,1076,214
1,1105,215
1,1046,216
1,1047,217
1,1166,218
1,1154,219
1,1133,220
1,1142,221
1,1048,222
1,1135,223
1,1089,224
1,1125,226
1,1068,227
1,1049,228
1,1124,229
1,1097,230
1,1136,231
1,1019,232
1,1128,233
1,1036,234
