Time,Source,Target
0,1156,0
0,1000,1
0,1105,2
0,1120,3
0,1001,5
0,1040,6
0,1002,7
0,1135,8
0,1035,10
0,1022,12
0,1104,14
0,1101,15
0,1149,16
0,1003,17
0,1004,18
0,1122,19
0,1005,20
0,1006,21
0,1060,22
0,1110,23
0,1182,24
0,1155,25
0,1063,26
0,1098,27
0,1054,28
0,1007,29
0,1035,30
0,1064,31
0,1008,32
0,1044,34
0,1009,35
0,1010,36
0,1012,37
0,1011,38
0,1133,39
0,1119,40
0,1056,41
0,1032,42
0,1012,44
0,1102,45
0,1111,46
0,1068,47
0,1091,48
0,1058,49
0,1063,51
0,1067,52
0,1103,54
0,1049,55
0,1039,56
0,1013,57
0,1018,58
0,1044,59
0,1120,60
0,1182,61
0,1123,62
0,1148,63
0,1047,65
0,1153,67
0,1050,68
0,1123,69
0,1176,71
0,1052,72
0,1151,74
0,1001,75
0,1014,76
0,1169,77
0,1015,78
0,1179,79
0,1016,80
0,1017,81
0,1141,82
0,1157,83
0,1018,85
0,1145,86
0,1007,88
0,1023,89
0,1019,90
0,1040,91
0,1104,92
0,1119,93
0,1059,94
0,1001,95
0,1082,96
0,1019,97
0,1021,98
0,1149,99
0,1064,100
0,1050,101
0,1050,102
0,1101,103
0,1020,104
0,1021,106
0,1184,107
0,1003,108
0,1102,109
0,1145,110
0,1111,111
0,1039,112
0,1022,113
0,1107,114
0,1119,115
0,1100,118
0,1088,119
0,1040,120
0,1068,121
0,1091,122
0,1023,123
0,1154,124
0,1024,125
0,1119,126
0,1123,127
0,1121,128
0,1105,129
0,1025,130
0,1095,131
0,1026,133
0,1164,134
0,1138,135
0,1167,136
0,1027,137
0,1108,138
0,1037,139
0,1028,141
0,1109,142
0,1091,143
0,1029,144
0,1063,145
0,1132,146
0,1110,149
0,1147,151
0,1106,152
0,1030,154
0,1172,156
0,1154,157
0,1072,161
0,1140,162
0,1001,164
0,1031,165
0,1102,166
0,1009,167
0,1050,168
0,1040,170
0,1089,171
0,1101,173
0,1146,174
0,1032,177
0,1071,178
0,1016,180
0,1136,182
0,1026,183
0,1028,184
0,1181,186
0,1033,187
0,1014,188
0,1021,190
0,1178,191
0,1089,192
0,1111,193
0,1158,195
0,1160,196
0,1034,197
0,1093,201
0,1130,202
0,1035,204
0,1001,205
0,1035,207
0,1138,208
0,1036,209
0,1037,210
0,1001,211
0,1067,212
0,1038,213
0,1065,214
0,1130,215
0,1095,216
0,1086,217
0,1039,220
0,1080,221
0,1127,222
0,1040,223
0,1121,224
0,1118,226
0,1023,227
0,1041,229
0,1042,230
0,1130,231
0,1000,232
0,1054,233
0,1043,235
0,1156,236
0,1029,238
0,1044,239
0,1024,240
0,1009,241
0,1084,243
0,1045,246
0,1150,247
0,1046,248
0,1115,249
0,1061,252
0,1059,253
0,1098,254
0,1055,255
0,1153,256
0,1129,257
0,1083,259
0,1165,260
0,1173,261
0,1081,262
0,1047,263
0,1154,264
0,1153,265
0,1161,266
0,1093,267
0,1048,268
0,1101,270
0,1063,271
0,1049,272
0,1049,273
0,1183,274
0,1050,275
0,1051,276
0,1147,277
0,1156,278
0,1073,279
0,1154,280
0,1022,281
0,1049,282
0,1165,283
0,1052,285
0,1125,286
0,1053,287
0,1029,288
0,1110,289
0,1054,290
0,1125,291
0,1051,292
0,1055,295
0,1071,296
0,1056,297
0,1031,298
0,1057,299
0,1113,300
0,1047,301
0,1058,302
0,1059,303
0,1117,304
0,1026,306
0,1184,308
0,1167,310
0,1167,311
0,1154,312
0,1073,313
0,1093,314
0,1023,315
0,1056,316
0,1059,317
0,1064,318
0,1049,319
0,1060,321
0,1061,322
0,1022,323
0,1151,324
0,1062,325
0,1078,326
0,1063,327
0,1023,328
0,1064,329
0,1065,331
0,1051,333
0,1066,335
0,1067,336
0,1183,337
0,1088,338
0,1141,339
0,1038,340
0,1068,342
0,1059,343
0,1094,346
0,1096,347
0,1036,348
0,1012,349
0,1093,350
0,1033,351
0,1069,352
0,1155,353
0,1044,354
0,1004,355
0,1084,356
0,1161,357
0,1108,358
0,1055,359
0,1105,360
0,1134,361
